ID Number,Year,House,Gender,Interested,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2426,Junior,Adams,Female,Men,C,A,B,B,D,C,E,D,E,C,E,C,B,C,D,D,D,B,C,E,D,C,E,D,D,A,B,D,C,D,E
2427,Senior,Adams,Male,Women,E,E,C,D,C,D,D,B,B,E,A,B,D,D,E,D,D,A,C,D,D,C,E,E,A,D,B,A,A,A,C
2428,Junior,Eliot,Male,Women,C,C,E,E,B,E,D,E,E,A,C,A,D,B,B,E,A,A,D,D,D,D,B,A,D,A,A,D,A,A,C
2429,Sophomore,Cabot,Male,Women,E,B,E,D,C,A,B,A,B,A,E,A,B,D,E,D,B,A,D,C,D,E,D,B,A,E,B,B,A,A,E
2430,Sophomore,Cabot,Female,Men,D,B,B,B,D,E,E,A,B,B,C,C,B,C,E,B,B,A,B,C,C,D,A,E,A,B,A,B,E,E,A
2431,Sophomore,Mather,Female,Men,D,E,B,B,D,B,C,C,B,D,D,B,E,C,B,E,C,C,D,A,D,A,D,C,A,A,E,B,B,E,E
2432,Freshman,Straus,Female,Men,E,E,B,E,D,B,A,B,C,C,D,E,D,B,D,D,C,E,C,D,E,E,E,E,E,A,B,A,A,C,E
2433,Freshman,Thayer,Female,Men,C,E,E,D,D,A,A,A,E,B,E,E,B,A,E,A,A,A,B,B,D,E,E,E,A,B,B,E,A,B,D
2434,Senior,Dunster,Female,Men,C,E,D,B,D,B,B,B,B,A,A,A,B,C,A,E,E,A,C,B,A,C,B,C,A,A,B,A,B,A,B
2435,Junior,Dunster,Female,Both,C,A,E,B,B,D,B,B,C,D,C,B,D,A,A,D,D,B,D,B,A,A,E,E,C,A,E,D,B,B,B
2436,Junior,Dunster,Male,Women,E,A,D,D,C,A,B,D,B,A,E,B,D,A,E,D,D,E,A,E,C,C,D,E,C,A,D,D,E,A,E
2437,Grad Student,None,Female,Both,A,B,D,D,E,B,B,B,B,C,D,E,A,C,E,E,C,C,D,C,E,E,A,E,B,B,E,D,B,B,D
2438,Junior,Pforzheimer,Female,Men,C,D,A,B,D,A,B,B,A,E,E,E,D,A,B,E,E,E,A,C,E,C,B,E,B,B,D,B,E,B,E
2439,Sophomore,Adams,Male,Women,B,B,E,B,C,D,C,C,E,A,E,A,E,E,E,E,A,E,B,B,E,B,D,A,C,B,E,D,D,B,B
2440,Senior,Cabot,Male,Women,C,D,D,D,E,D,D,C,E,A,C,B,C,B,D,C,B,A,C,B,D,C,A,E,D,B,B,D,B,B,D
2441,Junior,Dunster,Male,Women,D,E,B,E,D,C,D,D,B,B,A,C,B,A,D,D,D,E,A,E,C,D,E,E,A,A,B,D,D,B,D
2442,Freshman,Wigglesworth,Male,Women,C,C,E,B,E,D,A,B,C,C,C,E,C,E,E,D,D,B,D,C,A,D,A,D,E,D,E,B,B,A,C
2443,Sophomore,Currier,Male,Women,C,B,C,C,C,E,D,C,A,A,B,E,B,C,E,A,B,C,E,D,E,E,C,A,A,E,D,A,C,E,D
2444,Freshman,Straus,Male,Both,D,B,B,B,D,B,A,B,E,E,C,B,B,C,E,D,D,C,D,A,D,E,E,D,E,B,B,E,D,E,B
2445,Junior,Dunster,Female,Both,A,A,C,B,A,D,B,A,B,D,B,A,E,B,B,D,D,E,D,B,A,C,D,C,C,A,A,E,E,A,D
2446,Senior,Mather,Female,Men,D,A,D,B,A,A,B,C,C,E,D,B,B,E,C,C,E,A,B,C,B,B,D,C,B,C,A,D,B,B,D
2447,Freshman,Straus,Male,Women,C,B,D,E,A,E,B,C,D,C,E,A,D,A,D,D,C,D,E,D,E,D,B,B,A,E,E,B,B,A,A
2448,Freshman,Canaday,Female,Men,E,A,B,D,D,C,D,A,E,A,A,C,E,E,E,E,B,A,C,B,D,E,B,C,C,A,A,B,A,C,E
2449,Sophomore,Pforzheimer,Female,Men,B,D,E,B,B,E,B,B,B,D,E,A,D,D,E,D,E,B,B,C,E,C,D,C,B,B,A,B,B,A,D
2450,Sophomore,Currier,Male,Women,D,B,B,C,D,C,B,B,B,A,C,B,B,C,D,E,E,A,D,E,D,D,A,E,A,B,C,E,C,A,E
2452,Freshman,Wigglesworth,Male,Women,D,C,E,E,A,B,B,E,B,A,B,B,A,C,E,D,D,D,E,B,B,A,E,B,A,B,A,B,C,E,D
2453,Senior,Quincy,Male,Women,D,B,C,E,C,E,E,C,B,D,E,C,B,D,E,A,B,D,C,E,D,E,A,D,C,E,D,B,D,A,D
2454,Sophomore,Dunster,Female,Men,C,B,D,D,D,B,B,A,B,B,D,B,E,C,D,A,C,A,C,C,D,A,B,D,B,C,A,D,D,A,C
2455,Freshman,Greenough,Female,Men,D,B,D,B,A,D,C,A,E,C,B,B,A,C,E,B,B,A,C,A,E,E,D,C,A,C,D,B,A,A,D
2456,Freshman,Hurlbut,Female,Men,D,E,B,D,E,B,E,E,B,A,A,D,B,C,A,C,A,A,D,C,D,C,C,E,B,E,A,D,D,A,D
2457,Junior,Winthrop,Male,Men,C,D,E,B,A,B,D,D,C,C,C,B,E,C,E,E,B,B,D,B,D,D,A,B,A,E,A,D,A,A,B
2458,Junior,Currier,Male,Women,D,C,C,E,E,C,B,D,B,B,A,B,C,E,E,D,B,E,E,E,D,A,C,A,A,D,C,C,C,B,C
2459,Senior,Lowell,Male,Women,C,E,D,D,C,D,B,D,A,C,A,B,E,E,E,B,B,A,C,D,A,D,E,E,B,E,D,A,B,A,B
2460,Senior,Eliot,Female,Men,C,E,A,D,C,A,D,B,B,B,D,C,D,C,E,E,E,D,C,C,D,C,E,B,C,A,A,D,B,A,B
2461,Freshman,Mower,Male,Women,B,B,B,B,B,A,A,D,B,A,C,E,B,A,E,E,E,E,B,D,E,A,A,C,C,E,E,A,B,A,B
2464,Junior,Currier,Female,Men,C,B,D,D,E,A,B,D,B,A,E,E,B,A,E,C,D,A,A,E,E,D,B,C,A,D,B,D,D,A,B
2465,Senior,Leverett,Female,Men,D,A,B,B,D,E,D,A,D,B,E,E,D,C,A,C,D,D,E,C,C,C,D,E,A,E,E,B,D,B,B
2466,Freshman,Matthews,Male,Both,D,D,A,A,A,D,A,B,C,D,B,A,E,C,E,B,A,B,D,B,A,C,A,B,C,A,A,A,B,A,E
2467,Freshman,Wigglesworth,Male,Women,A,B,B,D,E,B,B,D,B,B,E,C,C,D,D,E,D,C,E,B,D,E,A,C,A,A,B,E,A,B,C
2468,Freshman,Matthews,Male,Women,D,D,A,B,A,A,E,C,E,B,C,E,D,C,C,D,A,E,D,E,D,B,A,E,B,E,A,B,C,A,D
2469,Freshman,Weld,Male,Women,D,C,C,E,E,C,C,E,E,A,A,E,D,E,B,C,B,C,D,E,D,B,E,B,C,B,A,B,D,B,D
2470,Junior,Eliot,Female,Men,C,D,C,C,C,E,D,A,B,D,A,D,B,C,B,D,E,A,B,B,B,B,C,B,D,C,B,B,D,B,C
2472,Freshman,Matthews,Female,Men,D,B,A,D,D,A,C,B,E,A,E,C,D,E,B,B,A,A,A,E,D,C,D,A,A,E,A,A,D,A,D
2473,Grad Student,None,Female,Men,E,B,B,B,D,C,B,A,B,C,C,B,D,D,C,A,D,D,A,C,E,D,D,A,C,C,B,B,A,B,C
2474,Grad Student,None,Female,Men,C,C,A,D,D,C,E,A,B,B,D,C,D,C,E,D,C,E,C,E,D,C,E,A,E,C,A,A,B,A,E
2475,Freshman,Wigglesworth,Male,Women,C,D,B,D,D,A,D,E,C,A,E,E,B,D,E,B,D,B,D,C,D,B,E,D,C,C,C,B,A,B,D
2476,Sophomore,Leverett,Female,Both,D,A,B,B,E,B,D,A,C,A,A,E,D,E,E,B,B,B,C,E,D,D,E,E,C,E,E,B,A,A,B
2477,Sophomore,Quincy,Male,Women,C,E,D,D,E,B,D,D,C,D,B,E,E,D,E,D,C,B,D,C,E,C,D,E,A,D,B,D,B,D,E
2478,Junior,Mather,Male,Men,C,A,E,D,B,A,D,D,E,A,E,B,D,E,C,D,C,A,A,B,B,D,B,C,C,E,A,A,B,B,D
2479,Sophomore,Cabot,Male,Women,C,B,A,D,C,D,D,D,B,C,B,E,B,C,B,E,D,A,B,E,D,A,E,D,C,B,E,B,D,A,B
2480,Senior,Currier,Female,Men,D,C,A,B,C,C,B,C,A,D,A,C,E,B,D,B,C,B,D,A,D,D,B,E,B,B,C,A,E,A,D
2481,Senior,Kirkland,Female,Men,C,C,B,C,A,C,D,E,B,E,C,C,E,C,B,D,B,D,C,B,D,B,D,B,C,C,B,B,C,C,B
2482,Junior,Quincy,Male,Women,C,E,D,D,D,B,B,D,B,A,B,E,B,C,E,D,D,D,C,B,A,D,E,A,B,D,B,D,C,A,D
2483,Junior,Quincy,Male,Women,C,B,B,D,B,E,D,D,B,A,E,E,A,C,D,E,B,E,C,E,C,A,A,A,E,B,C,B,A,B,D
2484,Senior,Winthrop,Female,Men,C,A,B,D,B,A,E,A,C,B,D,C,B,B,D,E,B,A,A,E,A,E,D,E,A,E,A,B,C,D,A
2485,Junior,Currier,Female,Men,C,A,A,A,D,B,A,C,E,D,A,E,D,A,E,A,A,E,C,B,D,D,D,C,A,D,D,B,D,B,C
2487,Senior,Mather,Male,Women,C,C,A,D,D,B,B,A,C,B,D,B,E,D,B,D,B,D,B,E,D,C,A,A,B,D,E,D,A,E,E
2488,Senior,Mather,Male,Women,E,E,B,C,E,A,C,D,D,B,D,A,C,C,E,E,D,D,D,C,E,E,B,C,C,A,E,D,C,A,D
2489,Sophomore,Lowell,Female,Men,C,B,A,C,E,C,B,D,B,A,A,B,A,E,E,D,B,A,D,C,D,D,A,D,A,C,E,D,C,B,D
2490,Senior,Adams,Female,Men,C,D,A,B,B,A,D,C,D,D,B,B,C,B,A,A,B,E,A,E,C,D,D,B,A,C,C,E,B,A,C
2491,Junior,Dunster,Male,Men,D,E,C,C,E,D,D,D,B,D,E,E,E,C,D,B,B,B,D,B,C,E,D,E,A,E,A,B,D,A,B
2492,Freshman,Holworthy,Male,Both,B,B,B,A,A,A,B,D,D,C,E,E,B,C,C,B,B,E,B,D,A,A,D,B,A,B,A,E,E,A,B
2493,Junior,Dunster,Female,Men,C,E,E,D,D,A,B,D,B,B,B,B,A,C,D,E,D,C,D,B,D,E,A,A,A,E,A,B,C,E,D
2494,Freshman,Holworthy,Male,Women,D,D,D,C,A,B,E,B,C,D,A,A,D,E,C,B,E,B,D,D,D,A,C,C,C,E,A,A,B,B,D
2495,Freshman,Thayer,Female,Both,C,A,B,B,D,B,D,C,B,B,E,A,B,B,E,B,B,D,B,B,D,C,E,C,C,A,A,B,C,A,D
2497,Freshman,Straus,Male,Women,D,C,E,D,D,C,B,D,C,B,A,A,B,E,E,A,D,A,A,C,C,A,B,C,A,A,E,B,C,A,A
2498,Sophomore,Quincy,Male,Men,C,A,B,C,E,E,C,D,B,A,E,B,C,A,D,B,E,C,C,B,C,C,E,A,C,A,C,A,D,A,D
2501,Sophomore,Pforzheimer,Male,Women,D,C,D,D,D,C,B,D,E,B,A,B,D,C,E,B,D,C,C,E,D,B,C,E,D,A,B,B,D,A,D
2502,Senior,Winthrop,Male,Women,C,C,B,B,D,D,D,B,B,D,B,A,D,C,E,E,A,A,D,B,D,D,E,B,B,E,C,D,E,B,D
2503,Sophomore,Pforzheimer,Male,Women,C,E,C,E,E,C,A,E,E,D,D,E,B,A,E,E,E,D,B,B,C,D,C,C,B,B,B,B,A,B,D
2506,Sophomore,Leverett,Male,Women,C,E,B,D,E,A,B,B,B,B,E,E,B,D,E,D,E,A,D,C,D,A,E,E,D,B,E,D,C,A,B
2507,Junior,Eliot,Female,Men,C,C,D,D,D,B,B,B,D,C,C,A,E,D,D,B,E,B,D,E,D,B,B,C,A,C,B,D,E,B,D
2508,Freshman,Grays,Female,Men,D,B,B,D,D,C,D,D,B,A,C,C,B,C,C,E,D,A,C,C,D,E,E,C,A,E,E,B,E,A,D
2509,Alum,Cabot,Female,Men,E,A,E,B,A,C,A,B,C,E,B,C,E,B,E,D,E,D,D,E,D,E,D,E,B,A,E,D,B,A,A
2510,Senior,Eliot,Female,Men,D,D,A,D,A,B,D,A,E,B,E,C,D,C,D,B,B,D,C,E,A,D,B,A,A,C,C,D,D,A,B
2511,Freshman,Thayer,Male,Women,E,E,E,A,E,C,B,E,B,D,A,C,B,B,E,E,C,B,B,E,A,B,C,E,C,E,E,B,A,E,A
2512,Sophomore,Dunster,Female,Men,A,B,A,E,E,A,A,E,B,D,E,A,B,B,E,E,C,D,D,E,B,D,E,E,B,B,B,E,E,B,D
2513,Freshman,Weld,Female,Men,C,B,E,D,D,A,A,E,B,D,A,C,B,A,E,C,B,E,C,B,C,D,E,B,C,B,A,B,B,A,D
2514,Sophomore,Quincy,Female,Men,C,A,B,E,D,B,B,E,B,E,E,B,B,C,A,E,D,B,E,B,E,E,B,A,C,B,A,E,C,A,B
2515,Freshman,Pennypacker,Female,Men,D,A,E,B,A,C,D,B,B,E,E,E,E,E,C,B,C,B,B,C,D,E,A,C,C,E,A,D,A,B,D
2516,Junior,Lowell,Female,Men,C,A,D,C,B,E,D,B,C,E,D,B,D,E,B,E,C,D,C,B,E,C,D,E,A,E,E,D,D,A,D
2517,Junior,Adams,Female,Men,D,A,B,D,E,A,D,E,B,E,E,B,B,C,D,B,C,E,C,C,C,C,E,E,C,B,C,B,D,A,D
2518,Junior,Winthrop,Female,Men,C,B,B,E,E,A,B,A,E,E,C,C,B,C,D,E,D,A,A,C,C,E,E,D,A,E,A,B,C,A,A
2519,Senior,Quincy,Female,Men,C,B,B,B,E,C,D,A,B,D,A,C,A,D,C,A,E,A,C,D,C,A,B,C,A,E,B,D,D,E,B
2520,Senior,Cabot,Male,Women,D,E,B,C,A,A,C,B,B,B,D,C,D,E,B,D,E,E,B,C,E,C,D,D,B,A,B,B,C,B,C
2521,Junior,Adams,Male,Women,E,D,D,E,D,A,D,D,B,B,E,B,D,D,E,E,B,A,C,B,A,D,E,E,D,E,A,B,C,B,C
2522,Freshman,Holworthy,Female,Men,E,B,D,A,D,C,A,A,E,D,E,C,A,C,E,D,D,A,C,B,D,C,A,D,C,A,B,A,A,A,C
2524,Junior,Currier,Female,Men,D,B,A,B,D,E,B,A,C,A,E,C,B,B,E,B,A,D,C,C,D,D,D,D,A,E,A,D,E,B,D
2525,Freshman,Pennypacker,Male,Women,D,C,D,E,A,D,E,E,E,A,C,B,D,E,D,A,C,A,C,E,C,C,B,B,E,D,B,B,C,C,E
2526,Sophomore,Mather,Male,Women,C,C,C,B,A,C,B,D,C,A,B,E,C,B,C,A,E,A,E,C,D,B,B,A,A,B,A,D,C,C,E
2527,Sophomore,Currier,Male,Women,C,C,E,D,E,A,B,D,B,A,A,A,D,A,C,E,E,B,D,D,E,C,C,B,C,B,C,B,B,A,B
2528,Junior,Pforzheimer,Female,Men,C,B,C,C,A,C,C,A,B,A,E,C,E,C,D,C,C,A,C,B,A,E,D,E,A,E,A,D,D,B,E
2529,Senior,Mather,Male,Women,E,E,E,E,C,A,C,B,D,D,E,B,B,A,E,E,B,A,D,E,A,D,E,E,E,B,A,A,A,A,C
2530,Senior,Leverett,Female,Men,C,B,D,D,E,E,D,C,B,A,E,A,B,C,B,C,B,E,E,C,D,C,B,E,B,C,E,B,B,A,C
2531,Sophomore,Currier,Male,Women,C,B,D,E,C,D,D,A,B,B,A,C,C,C,E,E,C,E,E,C,B,D,A,D,B,B,D,B,D,A,E
2532,Freshman,Wigglesworth,Female,Men,C,B,C,D,D,D,B,A,B,E,B,B,E,C,B,B,D,A,E,D,D,B,D,D,C,A,D,B,D,B,D
2533,Sophomore,Currier,Female,Men,D,C,D,A,B,E,C,A,D,B,A,C,A,C,D,B,D,D,D,E,D,D,B,B,A,A,E,D,A,B,C
2534,Senior,Kirkland,Female,Men,C,D,A,B,A,C,B,D,D,D,C,E,A,D,B,D,E,D,D,C,A,A,A,B,B,D,D,D,C,E,C
2535,Sophomore,Mather,Female,Men,C,E,D,E,E,C,B,D,A,A,C,E,A,D,D,D,B,B,D,C,E,C,B,C,C,B,C,D,A,B,D
2536,Junior,Kirkland,Female,Men,A,E,B,D,E,D,B,A,B,A,A,B,E,C,E,A,D,E,C,C,D,E,E,B,A,C,B,D,D,C,C
2537,Sophomore,Leverett,Female,Men,E,D,D,D,B,E,B,A,C,B,B,D,E,D,D,D,C,B,C,A,E,E,C,E,B,B,C,B,B,D,E
2538,Senior,Dunster,Female,Men,D,A,A,D,B,B,B,B,E,B,B,A,E,A,B,D,D,D,A,E,A,D,E,C,C,C,C,D,D,B,B
2539,Junior,Adams,Male,Women,C,A,B,D,B,E,D,C,E,A,D,A,D,D,D,C,D,E,D,E,B,A,B,E,A,E,E,B,E,B,D
2540,Senior,Quincy,Female,Men,C,D,D,B,E,C,B,A,C,A,C,B,D,D,C,C,B,C,D,A,A,A,C,C,A,B,C,E,B,D,E
2541,Freshman,Holworthy,Female,Men,D,A,C,D,E,E,A,C,E,D,D,E,B,C,E,B,E,E,D,B,C,E,A,C,C,C,B,B,D,C,C
2542,Senior,Dunster,Female,Men,D,B,B,D,E,C,D,E,B,E,A,C,C,C,D,E,B,A,C,C,A,D,E,E,A,E,B,D,D,B,B
2545,Sophomore,Kirkland,Female,Men,E,E,B,A,B,B,E,C,A,A,C,D,D,A,E,E,B,C,B,E,C,C,C,D,E,A,D,C,A,D,D
2546,Senior,Lowell,Male,Women,D,C,E,D,A,A,D,D,E,A,C,C,A,E,D,B,D,B,C,E,B,A,A,E,A,D,B,B,A,C,D
2547,Junior,Mather,Male,Women,B,D,D,C,D,A,D,E,E,D,E,A,D,A,D,D,A,D,D,E,E,C,E,E,B,E,D,D,D,C,C
2548,Sophomore,Mather,Male,Women,D,E,D,D,D,A,B,E,B,B,E,A,A,C,E,E,B,A,D,E,E,D,E,A,A,E,C,B,C,B,D
2549,Sophomore,Dunster,Female,Men,A,D,A,B,E,D,D,E,C,C,D,C,D,C,D,B,A,D,C,E,E,D,C,A,A,D,C,B,D,A,C
2550,Sophomore,Quincy,Male,Women,C,B,E,E,B,B,E,D,C,A,C,B,B,E,E,E,D,A,C,B,D,C,B,E,A,D,A,E,D,C,C
2551,Senior,Mather,Male,Women,A,B,E,E,D,C,B,E,E,D,A,C,B,C,E,E,D,A,D,B,A,B,A,E,C,A,B,A,B,B,C
2552,Freshman,Holworthy,Female,Men,E,A,A,C,A,B,D,B,A,B,C,C,E,A,E,D,A,A,B,E,B,C,B,B,A,B,A,A,B,B,D
2553,Junior,None,Female,Men,C,C,A,B,D,B,E,B,C,E,A,B,E,B,E,E,D,B,E,C,E,E,B,E,E,C,A,C,E,E,E
2554,Sophomore,Adams,Male,Women,E,B,A,E,C,B,B,E,E,D,B,C,D,B,D,E,A,A,A,E,B,D,D,D,C,A,A,B,D,A,C
2555,Senior,Mather,Female,Men,A,E,C,B,A,B,A,A,E,C,A,C,D,B,E,B,D,C,A,A,A,A,A,C,C,E,E,B,B,E,C
2556,Senior,Quincy,Male,Women,D,E,E,D,A,C,B,B,E,D,A,B,B,B,B,B,E,B,C,B,D,C,B,A,C,A,E,E,E,B,C
2557,Sophomore,Adams,Male,Women,C,A,E,E,D,C,D,E,B,E,D,B,C,D,E,E,D,B,D,E,C,B,E,C,C,A,E,A,B,B,C
2558,Freshman,Holworthy,Female,Men,C,A,E,C,D,C,B,B,B,D,D,C,D,D,E,C,E,A,B,B,D,E,A,E,A,D,E,B,D,A,B
2559,Freshman,Wigglesworth,Male,Men,D,A,D,B,E,B,E,D,C,B,C,E,E,A,D,E,A,B,A,E,D,D,B,C,C,C,A,E,D,A,B
2560,Junior,Kirkland,Female,Men,C,A,B,E,E,E,B,B,B,B,A,A,B,C,E,E,B,A,E,C,B,A,E,E,A,C,A,A,C,D,D
2561,Junior,Winthrop,Female,Men,D,B,B,D,D,B,B,A,B,E,A,A,D,C,E,E,D,D,C,C,D,A,C,C,A,E,A,B,E,B,D
2562,Junior,Mather,Female,Men,C,E,B,B,E,A,A,B,B,C,B,B,B,C,E,D,E,D,B,B,D,C,A,E,B,A,E,B,D,B,B
2563,Freshman,Wigglesworth,Male,Women,C,C,E,B,B,B,B,C,E,A,E,B,B,C,B,D,E,E,B,E,D,D,A,C,C,B,B,D,D,A,D
2564,Freshman,Stoughton,Female,Men,E,E,E,D,E,E,B,E,B,C,B,B,E,C,C,A,E,C,A,E,C,E,A,C,B,D,B,C,E,C,B
2565,Sophomore,Quincy,Female,Men,C,A,B,C,B,B,D,A,B,A,A,A,D,C,B,E,E,B,C,B,A,E,D,E,C,A,E,D,B,B,D
2566,Senior,Kirkland,Male,Women,C,E,E,D,E,A,B,E,A,B,A,C,B,C,E,E,B,D,D,C,C,D,E,D,E,B,A,B,C,A,C
2567,Junior,Pforzheimer,Male,Women,C,E,B,D,E,E,B,E,A,B,B,B,D,D,E,A,B,E,C,E,A,D,E,C,C,B,B,B,B,B,C
2568,Junior,Kirkland,Female,Men,A,B,B,E,A,C,B,A,B,B,C,B,B,C,E,E,B,E,E,E,B,A,B,A,A,C,C,D,C,B,D
2569,Junior,Pforzheimer,Male,Women,D,B,D,E,D,A,B,E,B,A,B,E,D,E,E,E,A,A,E,D,B,C,E,C,B,D,D,C,E,A,D
2570,Sophomore,Lowell,Female,Men,D,B,E,C,A,C,E,A,B,A,C,B,D,D,A,B,B,B,D,B,C,D,A,B,A,C,A,B,D,A,C
2571,Senior,Pforzheimer,Female,Men,C,B,D,D,D,D,B,C,B,D,B,A,E,B,C,D,D,A,B,C,B,C,A,C,C,A,D,B,C,E,E
2572,Freshman,Lionel,Female,Men,D,C,B,D,B,D,B,A,B,C,E,A,C,D,E,B,C,A,D,C,E,D,E,E,A,E,C,D,C,A,D
2574,Senior,Cabot,Female,Women,C,C,B,A,D,C,D,B,E,B,B,B,A,D,D,D,E,B,C,E,E,C,E,E,C,D,A,A,D,A,C
2575,Senior,Mather,Female,Men,E,B,B,B,E,B,B,B,C,E,B,B,D,A,E,E,E,B,B,B,D,E,D,B,C,B,C,B,B,A,C
2576,Senior,Cabot,Female,Men,E,D,A,E,E,B,B,B,B,B,C,B,A,C,D,D,B,A,C,E,E,D,E,C,A,E,C,D,D,B,D
2577,Senior,Leverett,Female,Men,C,D,B,E,B,B,B,A,C,A,D,E,D,C,E,B,C,C,D,E,D,A,D,E,C,A,A,E,B,A,C
2578,Sophomore,Adams,Female,Men,C,B,C,C,C,E,A,A,B,D,B,B,E,C,B,E,B,E,E,A,A,B,D,B,D,C,B,A,D,B,C
2579,Freshman,Weld,Female,Men,C,B,B,B,D,B,D,D,B,D,C,B,E,E,B,B,C,A,D,B,E,E,C,E,C,E,A,A,C,A,B
2581,Senior,Currier,Female,Both,D,A,D,D,C,E,D,D,B,E,B,A,B,C,D,D,B,B,E,C,E,D,D,D,A,C,B,E,D,A,B
2582,Junior,Adams,Male,Women,C,E,C,D,D,C,D,B,C,A,D,A,A,D,E,E,C,B,D,C,D,D,E,D,A,A,C,D,D,E,E
2583,Senior,Kirkland,Female,Men,C,B,E,E,E,C,E,E,B,E,C,B,D,C,D,D,B,D,C,E,D,D,E,A,E,A,B,D,A,E,C
2584,Junior,Leverett,Female,Men,C,C,D,D,E,B,B,C,A,B,C,B,E,C,A,A,C,E,D,E,D,E,E,B,E,B,E,B,A,B,D
2585,Freshman,Wigglesworth,Female,Men,B,A,B,E,B,B,C,E,A,D,C,B,B,D,D,B,C,B,A,A,A,B,E,A,A,E,A,B,C,A,C
2586,Grad Student,None,Male,Women,D,D,E,D,D,B,B,D,C,D,B,E,D,E,E,B,B,B,C,A,D,E,B,E,B,B,B,A,B,B,D
2587,Junior,Kirkland,Male,Men,E,E,C,E,B,B,B,D,D,A,C,D,B,E,E,D,D,D,B,C,E,B,B,E,C,E,B,A,B,C,D
2588,Freshman,Thayer,Female,Men,C,E,D,B,A,C,B,E,C,C,B,E,E,B,D,E,D,A,D,E,D,D,E,E,A,C,E,D,E,A,E
2589,Freshman,Wigglesworth,Male,Women,C,C,A,D,A,E,C,D,D,E,C,B,E,D,D,A,B,B,D,E,A,E,A,E,A,D,B,B,A,B,E
2590,Sophomore,Winthrop,Female,Men,A,B,D,A,C,D,E,C,B,E,B,D,C,B,C,E,A,C,E,A,E,B,D,C,E,C,D,C,D,A,B
2591,Freshman,Weld,Female,Men,C,E,A,D,E,C,D,D,C,A,D,C,E,C,C,B,D,A,B,C,E,C,E,C,A,C,C,D,A,E,D
2592,Junior,Winthrop,Male,Both,C,B,B,D,D,E,D,B,C,A,C,B,D,B,E,E,C,B,A,B,A,E,E,C,C,B,D,D,E,B,D
2593,Freshman,Straus,Female,Men,D,B,A,E,D,E,D,A,E,A,B,A,D,C,D,E,E,D,C,B,D,A,A,E,B,B,E,B,D,A,A
2594,Senior,Mather,Female,Men,D,B,E,E,E,C,B,E,B,A,A,B,B,A,E,C,D,D,E,B,D,E,B,E,C,A,E,B,A,A,C
2595,Junior,Kirkland,Male,Women,B,E,D,E,D,A,B,E,B,B,A,C,B,C,E,E,B,B,D,C,C,D,B,D,A,B,B,D,C,B,D
2596,Junior,Kirkland,Female,Men,C,A,C,D,D,C,B,C,B,E,C,B,B,C,D,E,D,D,C,C,D,E,B,B,C,B,A,B,D,A,D
2597,Junior,Eliot,Female,Men,B,B,E,A,E,B,E,D,E,B,A,D,E,B,E,B,C,A,D,A,B,C,E,B,C,A,B,B,B,A,D
2598,Freshman,Canaday,Male,Women,D,B,B,C,D,E,C,A,C,E,C,A,B,D,A,D,E,A,A,C,B,D,C,B,A,B,A,A,B,E,A
2599,Sophomore,Mather,Male,Women,C,D,D,C,C,A,C,B,B,B,C,D,E,A,D,B,B,A,C,C,E,A,B,D,A,A,C,A,A,A,C
2600,Senior,Lowell,Female,Men,A,B,B,C,E,B,B,A,E,E,D,B,E,C,A,E,B,D,A,A,A,D,B,E,C,E,A,B,D,A,B
2601,Senior,Dunster,Male,Women,B,C,E,D,A,B,B,C,D,A,D,E,D,E,E,B,B,B,E,E,A,E,C,C,C,B,E,B,B,A,E
2602,Junior,Adams,Female,Men,B,A,E,D,E,B,E,A,E,D,D,E,B,B,B,A,C,B,C,E,D,E,B,E,A,B,B,B,B,A,D
2603,Freshman,Weld,Female,Men,D,E,A,B,A,B,D,C,E,E,C,C,D,C,B,E,A,D,B,A,D,C,A,E,A,E,A,B,E,E,B
2604,Senior,Dunster,Male,Women,E,C,B,D,B,E,B,E,E,A,C,A,D,D,D,A,B,D,E,B,B,D,B,B,A,A,B,A,B,A,E
2605,Senior,Adams,Male,Women,D,D,B,E,C,E,D,B,C,D,D,B,B,D,B,B,D,B,E,E,A,B,C,B,D,B,E,B,E,B,E
2606,Junior,Eliot,Female,Men,D,B,D,E,B,C,D,D,E,B,C,C,D,E,B,D,E,D,E,C,D,D,E,E,C,A,A,A,D,B,B
2607,Senior,Pforzheimer,Male,Women,B,C,A,C,C,D,C,D,E,A,A,E,C,A,E,D,E,A,D,E,B,E,A,B,B,A,B,B,C,B,B
2608,Junior,Pforzheimer,Female,Men,C,D,B,C,A,A,D,D,B,D,A,C,E,B,B,D,C,B,D,D,B,C,D,A,C,C,B,C,A,E,B
2609,Junior,Quincy,Male,Women,A,C,C,B,E,B,A,B,D,A,D,B,A,C,B,B,B,A,C,B,A,B,E,C,C,A,C,A,B,A,E
2610,Senior,Quincy,Male,Women,D,C,B,B,A,D,A,D,C,B,B,E,A,B,C,D,C,D,C,C,D,A,D,B,E,D,D,A,B,B,D
2611,Senior,Lowell,Male,Women,C,C,E,D,A,B,B,E,D,B,B,B,E,D,A,B,D,C,D,B,A,B,E,D,A,D,B,B,D,A,A
2612,Senior,Mather,Male,Women,C,D,E,B,E,C,B,D,D,C,C,E,B,A,E,B,D,A,D,E,A,E,A,D,B,A,E,D,A,A,E
