ID Number,Year,House,Gender,Interested,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
934,Sophomore,Adams,Female,Men,D,A,B,C,D,A,B,A,B,A,C,B,B,C,E,E,B,D,A,C,B,C,B,D,A,B,A,D,E,A,D
935,Junior,Leverett,Male,Women,C,E,D,E,A,B,E,E,B,D,D,B,E,C,E,E,B,B,D,C,E,A,B,B,A,B,E,B,B,B,B
936,Freshman,Thayer,Female,Men,B,C,D,D,D,B,B,E,B,B,D,E,D,B,A,A,E,B,D,D,E,B,C,B,C,D,C,D,E,A,B
937,Freshman,Grays,Male,Women,E,B,C,D,E,B,A,D,A,D,D,B,B,D,E,B,D,B,E,C,A,D,E,C,E,C,A,D,A,B,E
938,Freshman,Straus,Female,Men,C,B,C,B,C,E,D,B,B,C,A,B,D,C,D,A,B,A,C,E,D,D,E,E,B,B,E,D,A,A,C
940,Freshman,Grays,Male,Women,D,E,B,D,E,D,D,D,D,D,E,B,E,A,E,E,D,A,E,C,B,A,E,D,A,E,B,B,D,B,D
941,Junior,Mather,Female,Men,D,B,B,D,B,E,D,A,B,D,E,A,D,C,E,B,B,D,C,C,D,E,B,A,B,C,D,D,B,C,E
942,Freshman,Hurlbut,Male,Women,E,D,B,B,A,A,A,A,E,B,D,C,E,E,D,C,D,B,E,C,A,B,E,A,E,E,C,C,E,E,E
943,Senior,Dunster,Male,Women,E,D,C,B,D,A,B,E,B,A,E,A,D,B,E,E,B,D,C,D,D,C,B,E,E,B,A,A,C,B,E
944,Junior,Lowell,Female,Men,C,A,D,B,B,A,D,E,C,D,E,A,B,C,B,D,A,A,E,C,D,C,D,A,B,B,E,D,E,A,C
945,Senior,Kirkland,Male,Men,C,B,B,C,D,A,B,E,B,B,D,B,D,E,E,D,B,B,D,B,C,B,C,E,A,E,A,A,C,A,C
947,Junior,Eliot,Female,Men,D,C,B,E,B,E,D,A,B,D,E,C,D,C,E,B,B,A,B,C,E,D,E,E,C,E,A,D,D,B,D
948,Freshman,Wigglesworth,Female,Men,D,B,B,C,B,C,E,B,C,D,C,A,D,A,B,D,E,E,C,B,D,E,A,A,C,A,A,B,A,A,C
949,Sophomore,Currier,Female,Men,D,C,B,D,A,B,D,B,C,D,C,E,E,C,A,B,E,A,D,D,D,D,A,E,A,D,D,A,B,E,A
950,Sophomore,Kirkland,Male,Women,E,B,B,D,C,B,C,B,A,C,B,A,C,E,D,A,B,D,C,D,E,E,B,C,C,D,A,A,C,E,B
951,Junior,Eliot,Female,Men,C,E,D,A,D,C,B,C,E,A,A,A,B,C,E,E,D,D,E,B,B,D,B,C,E,E,B,D,A,E,C
952,Grad Student,None,Male,Women,A,A,A,B,A,E,D,B,E,C,D,E,E,C,B,B,E,B,B,C,E,C,B,E,A,C,A,A,D,D,B
953,Sophomore,Kirkland,Male,Men,B,E,B,E,D,B,A,D,B,E,B,A,B,D,E,A,C,A,E,C,C,D,E,E,A,E,B,C,C,B,C
954,Junior,None,Male,Women,B,E,E,C,B,A,D,D,C,B,A,C,B,C,E,E,E,B,D,C,E,D,E,E,C,E,C,A,C,B,B
955,Freshman,Pennypacker,Female,Men,E,A,D,B,E,D,C,E,E,E,C,B,E,B,E,B,C,E,E,A,D,B,E,B,A,E,C,B,A,D,D
956,Freshman,Canaday,Female,Women,C,B,A,B,E,C,C,A,E,A,A,C,B,E,D,B,A,A,D,E,E,D,E,B,B,D,A,B,D,A,D
957,Senior,Kirkland,Male,Women,C,C,E,B,A,A,B,B,B,A,B,C,D,A,A,B,A,A,D,E,A,A,D,E,B,A,E,A,D,E,D
958,Senior,Lowell,Female,Men,D,B,A,C,E,A,A,D,B,A,E,A,A,C,C,A,B,D,C,B,E,C,C,C,A,A,B,D,D,B,D
959,Senior,Adams,Male,Women,C,E,E,D,D,A,E,E,E,B,B,C,D,C,D,B,C,D,D,C,E,B,B,D,A,A,E,D,E,D,E
961,Sophomore,Pforzheimer,Male,Women,A,A,D,E,B,D,D,E,B,A,C,B,E,E,D,E,B,A,A,A,C,B,C,B,C,B,E,E,B,C,C
962,Freshman,Mass Hall,Male,Women,C,B,B,B,C,C,A,A,C,C,B,B,C,E,A,C,B,D,B,C,D,B,C,A,B,B,A,A,B,D,E
963,Senior,Currier,Male,Women,C,E,D,D,D,C,B,D,D,B,A,B,D,C,E,A,B,B,D,C,E,C,E,B,A,B,B,B,C,B,D
964,Freshman,Mower,Female,Men,C,B,D,D,D,C,B,D,E,B,C,C,D,B,D,D,D,C,D,E,B,E,C,E,E,B,D,B,D,A,D
965,Junior,Leverett,Male,Women,C,E,E,D,D,C,E,D,E,A,D,C,D,A,C,E,A,A,E,E,D,D,A,C,D,E,B,B,B,E,D
966,Junior,Lowell,Female,Men,D,E,E,D,E,B,D,B,B,E,C,B,E,D,E,D,B,D,D,E,B,A,E,B,E,D,C,D,A,B,B
967,Sophomore,Mather,Female,Both,C,C,B,B,C,B,A,B,E,D,C,B,E,B,C,D,D,B,C,E,D,E,E,C,E,B,A,A,B,E,D
968,Sophomore,Leverett,Female,Men,D,A,A,D,A,E,A,D,E,C,E,E,B,A,E,C,E,A,D,C,D,C,B,E,D,E,C,D,A,C,E
969,Junior,Leverett,Male,Women,C,A,A,E,A,E,E,E,E,A,D,B,D,C,D,A,A,D,E,D,D,A,C,D,E,C,D,D,B,E,C
970,Sophomore,Mather,Male,Women,C,C,D,C,A,C,B,E,A,A,D,B,D,B,E,B,E,D,B,E,A,D,E,B,C,B,A,B,D,A,E
971,Senior,Pforzheimer,Female,Men,E,D,B,D,D,C,D,E,B,B,D,C,D,C,D,C,B,D,C,E,A,C,E,B,A,E,C,D,C,E,D
972,Sophomore,Cabot,Male,Women,B,D,C,D,A,D,D,B,E,C,B,B,B,C,E,A,D,A,D,B,D,E,D,C,C,A,B,D,B,B,D
973,Freshman,Straus,Male,Women,D,B,E,A,A,C,A,B,C,D,A,E,B,C,B,B,C,B,D,E,C,E,D,B,C,A,E,D,B,B,B
974,Freshman,Straus,Male,Women,C,D,B,D,E,D,C,E,B,A,A,B,D,D,E,B,B,B,D,D,D,E,E,E,C,B,A,C,C,A,D
975,Senior,Quincy,Male,Men,E,E,C,E,D,A,D,B,D,D,E,B,E,C,E,C,B,A,D,E,C,E,B,D,C,E,A,C,B,B,D
976,Junior,Cabot,Male,Women,C,D,E,D,D,C,E,E,B,B,A,B,B,E,A,D,A,B,D,E,E,D,E,E,A,C,C,A,B,A,B
977,Junior,Cabot,Female,Men,C,B,B,C,B,C,D,D,B,A,E,E,E,C,E,D,D,D,D,E,A,C,A,E,C,E,A,E,C,B,C
978,Junior,Pforzheimer,Female,Men,D,E,D,B,D,B,B,D,C,D,D,C,B,C,A,E,C,B,E,E,D,C,A,E,B,B,B,B,B,A,E
980,Sophomore,Currier,Female,Men,C,B,B,B,C,C,B,B,D,D,A,C,E,C,C,D,D,A,C,B,C,C,D,B,D,A,D,B,E,B,B
981,Sophomore,Cabot,Female,Men,C,B,D,E,E,A,D,B,B,D,B,C,D,C,E,D,B,A,B,B,B,D,D,B,B,B,D,A,B,B,C
982,Senior,Adams,Female,Men,C,B,D,B,D,C,D,C,E,E,B,A,B,C,B,A,D,A,C,B,E,C,D,C,A,E,B,B,C,A,D
983,Junior,Adams,Male,Women,A,D,D,E,E,B,E,E,D,A,C,B,E,C,A,B,B,B,D,D,D,B,A,A,A,B,E,B,E,B,E
984,Junior,Cabot,Female,Men,E,E,D,A,B,E,B,B,B,C,D,A,D,C,B,B,C,B,C,A,A,D,C,B,C,B,E,A,D,C,B
985,Sophomore,Pforzheimer,Female,Men,D,A,D,D,B,C,D,D,B,D,E,A,B,C,B,E,E,D,C,A,C,E,A,A,C,A,D,A,B,D,C
986,Senior,Mather,Male,Men,C,E,D,D,D,D,A,D,B,E,C,E,E,C,E,E,C,B,C,E,A,D,D,E,C,D,E,D,E,B,B
987,Senior,Quincy,Male,Women,D,E,D,E,D,D,C,E,B,A,A,A,D,E,D,E,B,A,C,C,A,C,B,D,C,B,B,B,D,D,E
988,Junior,Pforzheimer,Female,Men,C,A,C,B,B,E,C,E,B,A,A,C,E,C,C,B,E,B,E,C,D,E,D,A,E,B,E,E,C,E,B
989,Freshman,Matthews,Female,Men,C,B,B,D,D,A,A,B,B,C,D,C,E,C,A,E,B,D,D,C,E,D,E,B,B,B,D,B,B,A,B
990,Sophomore,Kirkland,Male,Women,D,D,E,E,D,B,B,E,E,B,C,B,E,C,E,B,E,C,C,C,B,C,B,D,C,A,A,B,D,C,E
991,Senior,Cabot,Female,Both,E,E,B,B,B,C,E,D,B,E,A,C,D,E,E,B,B,B,A,E,D,D,E,E,C,A,E,A,B,B,D
993,Freshman,Pennypacker,Female,Men,D,D,C,D,B,B,D,E,C,D,C,B,D,B,E,B,E,B,C,E,D,A,A,C,D,D,A,B,E,A,C
994,Junior,Leverett,Female,Men,A,B,A,D,E,C,B,E,B,E,A,C,B,C,E,D,E,C,B,D,D,D,A,E,C,E,C,D,C,A,D
995,Junior,Adams,Female,Men,D,B,B,D,B,B,D,B,E,B,A,C,D,B,E,E,E,A,C,D,D,E,D,C,C,A,E,A,D,A,B
996,Junior,Lowell,Female,Women,A,B,D,B,E,D,B,A,E,D,E,A,B,C,E,C,C,D,D,C,D,D,B,E,D,E,A,B,D,D,B
997,Junior,Adams,Male,Women,C,B,B,E,E,B,E,D,B,B,C,B,C,E,B,B,B,C,E,B,C,E,A,D,D,B,A,B,C,E,D
998,Senior,Lowell,Female,Men,E,B,B,A,E,C,B,C,B,B,A,E,B,D,E,D,B,A,C,C,A,D,E,B,E,C,B,D,D,E,B
999,Sophomore,Eliot,Female,Men,D,B,D,A,C,E,D,B,B,A,E,C,B,B,B,B,E,C,C,B,D,D,A,D,D,A,B,B,D,B,D
1000,Freshman,Apley,Female,Men,B,D,D,C,C,D,C,D,D,A,B,D,C,C,E,D,E,A,E,C,E,B,A,A,E,B,A,B,B,B,C
1001,Senior,Pforzheimer,Female,Men,C,E,B,D,E,B,B,E,C,E,A,B,E,E,B,B,B,B,C,B,D,E,A,E,A,C,A,A,D,C,C
1002,Senior,Quincy,Female,Men,D,E,A,A,D,B,B,A,A,C,A,A,D,C,A,C,E,A,A,E,D,C,B,E,C,A,E,D,D,B,B
1003,Freshman,Canaday,Female,Women,D,B,B,E,E,C,B,D,B,B,C,B,B,A,C,B,B,B,A,B,C,E,B,A,E,C,E,D,A,C,C
1004,Sophomore,Currier,Male,Women,D,B,E,D,A,B,B,B,C,B,B,B,A,D,E,D,C,C,D,B,A,C,C,B,C,A,A,C,A,B,B
1005,Junior,Leverett,Female,Men,C,E,B,D,A,C,B,A,B,A,B,B,D,E,D,C,E,D,C,E,A,B,E,B,B,C,E,A,C,A,B
1007,Sophomore,Pforzheimer,Female,Men,A,E,C,D,B,D,E,C,B,E,E,A,D,B,A,E,D,D,C,C,E,D,A,E,A,B,B,B,C,B,C
1008,Senior,Adams,Female,Men,D,B,A,C,D,C,B,E,B,B,B,C,D,C,B,D,E,E,C,B,C,C,B,D,A,E,A,B,D,B,B
1009,Sophomore,Leverett,Male,Women,D,A,E,C,B,B,B,A,C,D,B,C,D,A,E,B,E,E,C,B,D,E,D,E,C,A,A,D,E,B,B
1010,Freshman,Greenough,Female,Men,C,C,D,B,C,E,A,D,B,D,B,B,D,C,B,C,B,D,C,C,B,D,A,C,A,C,D,E,E,B,C
1011,Junior,Dunster,Female,Men,D,A,B,E,D,C,B,D,B,C,C,C,B,E,D,B,B,D,E,E,D,D,B,E,A,B,C,A,D,B,D
1013,Sophomore,Pforzheimer,Male,Women,C,C,A,B,A,B,E,A,E,C,D,C,E,E,E,E,E,B,E,C,D,E,E,A,C,D,A,A,B,B,E
1014,Freshman,Thayer,Male,Women,C,C,D,C,D,A,B,E,B,B,B,A,B,A,E,B,B,E,E,D,A,D,E,E,A,E,B,D,E,A,C
1015,Sophomore,Dunster,Female,Men,C,E,A,D,B,C,E,D,B,A,E,A,E,D,B,B,B,B,C,E,E,E,C,B,A,B,B,B,D,B,C
1016,Senior,Adams,Male,Men,E,B,D,B,D,B,B,D,B,A,B,A,B,C,E,D,B,A,B,B,E,E,A,B,A,A,A,B,A,A,D
1017,Freshman,Holworthy,Male,Women,C,E,B,C,D,B,B,D,B,E,E,B,A,D,A,A,B,E,D,B,D,B,E,E,E,B,C,D,C,B,D
1018,Freshman,Straus,Female,Men,D,C,D,E,D,E,C,A,B,E,A,B,E,C,B,E,D,E,D,C,C,E,E,D,C,C,B,E,D,B,A
1019,Junior,Pforzheimer,Female,Men,D,D,C,B,B,A,A,D,E,C,D,B,E,B,A,B,E,B,C,B,D,B,D,E,C,A,A,A,B,B,D
1020,Junior,Pforzheimer,Female,Men,A,B,B,B,B,D,D,B,D,A,C,E,A,B,E,A,B,D,B,A,D,E,D,A,C,B,E,B,B,B,E
1021,Sophomore,Currier,Female,Men,C,B,A,D,D,C,D,A,B,A,D,C,B,C,E,E,D,A,E,E,C,A,A,B,A,E,E,B,D,A,A
1022,Freshman,Weld,Female,Men,D,A,A,C,E,B,E,A,E,E,C,B,D,C,A,B,C,C,C,C,A,A,A,A,A,C,E,A,B,A,D
1023,Junior,Kirkland,Male,Women,D,B,C,B,D,E,E,A,B,D,D,C,B,A,C,E,D,A,C,C,D,D,D,C,C,E,B,A,B,B,C
1024,Freshman,Grays,Male,Women,D,E,B,D,E,D,B,C,B,A,B,D,E,C,E,E,D,A,C,E,B,A,D,D,A,E,C,D,D,E,D
1025,Freshman,Weld,Female,Men,D,B,C,C,D,C,E,E,B,D,C,B,B,C,D,B,B,B,D,B,D,E,A,C,A,A,E,D,D,B,B
1027,Senior,Quincy,Female,Men,C,B,C,A,E,A,A,D,B,A,A,B,A,C,A,D,B,D,D,D,B,C,E,A,C,C,B,A,D,A,A
1028,Junior,Kirkland,Female,Men,A,B,B,D,A,B,D,D,B,B,E,A,D,A,E,A,C,E,C,E,D,D,E,A,A,E,C,B,D,E,B
1030,Sophomore,Leverett,Female,Both,D,B,D,C,C,A,D,B,E,A,E,C,D,A,D,B,E,A,C,B,D,D,A,B,B,E,A,D,D,E,B
1031,Junior,Dunster,Female,Men,C,E,B,E,D,B,D,A,B,D,E,A,D,C,D,C,D,D,C,E,D,E,E,B,A,A,C,E,E,A,D
1032,Freshman,Stoughton,Female,Men,D,E,D,D,A,C,D,A,B,A,C,B,B,D,B,C,B,E,C,D,A,D,B,E,C,C,D,C,A,D,E
1033,Sophomore,Adams,Male,Women,B,E,E,D,C,D,D,E,B,A,D,D,B,C,E,E,E,C,E,B,D,B,D,E,C,B,D,B,E,A,C
1034,Junior,Winthrop,Female,Men,D,B,B,B,D,B,D,D,E,E,E,C,C,C,E,B,A,A,A,C,D,D,B,E,A,E,A,D,D,A,C
1035,Junior,Pforzheimer,Female,Men,C,E,D,D,B,C,D,E,B,B,A,D,B,E,E,D,B,D,B,A,B,E,C,E,D,C,E,A,B,A,A
1036,Senior,Kirkland,Female,Men,A,B,D,D,E,E,D,B,B,C,A,C,A,C,A,D,E,D,C,E,D,E,B,E,E,E,A,B,C,B,C
1037,Junior,Lowell,Female,Men,D,A,B,E,E,E,A,C,B,A,A,A,B,C,B,A,C,C,B,C,A,D,E,E,A,E,A,A,A,C,A
1039,Freshman,Grays,Male,Women,C,B,D,C,D,A,B,D,B,D,E,E,B,A,E,C,D,B,C,D,A,E,D,E,E,D,B,B,B,E,C
1040,Sophomore,Currier,Male,Women,C,E,E,B,D,E,A,B,B,D,C,E,E,A,C,D,A,C,D,B,B,E,E,E,A,A,B,C,B,A,E
1041,Senior,Winthrop,Female,Men,C,B,B,B,A,B,E,D,B,C,D,A,B,C,B,B,E,B,A,C,A,D,C,C,C,D,E,B,B,A,A
1043,Sophomore,Adams,Male,Women,C,B,C,E,B,D,B,C,B,D,E,B,C,C,E,B,B,C,B,C,E,B,E,D,A,B,C,B,C,B,D
1044,Sophomore,Dunster,Male,Women,D,B,E,E,E,C,B,E,B,A,A,E,D,C,E,D,B,B,B,E,B,E,B,E,C,D,E,C,E,A,D
1045,Alum,None,Female,Men,C,A,B,D,A,B,A,D,B,E,B,A,D,D,A,E,E,A,D,D,D,C,A,C,C,A,A,B,C,B,B
1046,Junior,Adams,Female,Men,C,B,A,D,D,C,C,A,B,B,E,B,E,D,D,B,E,A,C,B,B,B,C,B,D,C,C,A,D,A,B
1048,Junior,Pforzheimer,Female,Men,E,A,B,E,A,E,D,A,E,E,B,B,A,C,B,A,D,D,D,C,D,E,B,D,A,C,A,B,C,A,D
1049,Junior,Winthrop,Male,Women,B,D,C,B,C,A,D,B,C,B,C,C,E,D,B,C,E,A,A,D,E,E,E,A,C,E,A,B,E,A,D
1050,Senior,Lowell,Male,Women,D,E,A,E,B,E,D,D,E,B,D,E,B,A,B,A,B,B,C,B,D,E,E,A,C,D,E,A,E,E,D
1051,Senior,Adams,Male,Women,D,C,D,E,A,B,D,D,E,B,E,C,B,D,E,E,D,B,D,C,D,E,B,E,A,A,B,A,A,B,D
1052,Sophomore,Kirkland,Male,Men,C,A,B,A,D,B,A,D,B,C,A,B,A,C,B,A,B,B,E,C,E,E,E,D,A,C,E,A,C,A,A
1054,Junior,Quincy,Female,Men,E,C,D,E,D,E,E,D,B,D,B,B,D,A,A,E,B,B,D,D,E,A,C,A,A,C,D,A,D,D,C
1055,Freshman,Apley,Female,Men,C,A,C,D,A,B,B,C,B,A,A,D,B,C,E,E,D,A,C,B,D,E,C,C,A,B,E,E,C,A,D
1056,Junior,Eliot,Female,Women,A,B,D,B,E,D,B,A,E,D,E,A,B,C,E,C,C,D,D,C,D,D,B,E,D,E,A,B,D,D,B
1057,Junior,Quincy,Male,Women,C,A,C,E,E,E,E,D,A,D,B,B,D,E,E,A,C,E,E,E,C,D,B,B,C,B,D,A,E,A,E
1058,Senior,Pforzheimer,Male,Women,D,E,B,C,A,E,D,D,E,E,E,E,D,D,D,A,E,B,D,E,D,A,D,E,B,D,B,D,D,A,B
1059,Junior,Currier,Female,Men,D,E,C,D,E,C,B,E,B,A,B,C,D,B,E,B,E,D,C,D,B,E,E,C,C,A,C,B,E,B,D
1060,Junior,Currier,Male,Women,C,D,D,D,E,D,B,D,B,E,A,B,D,C,E,B,D,B,C,A,A,B,E,B,C,B,E,B,B,B,B
1061,Freshman,Greenough,Male,Women,D,E,E,B,C,C,C,B,C,B,B,E,B,A,E,C,B,A,E,B,D,D,D,A,B,B,B,E,B,E,E
1062,Sophomore,Eliot,Female,Men,C,B,A,C,A,E,D,B,C,C,A,B,D,A,C,A,A,A,C,E,D,E,A,C,D,E,B,D,D,C,B
1063,Senior,Dunster,Male,Women,C,B,C,E,D,C,B,A,B,D,C,B,B,C,E,C,E,D,B,A,B,E,B,D,C,B,A,D,D,B,E
1065,Senior,Dunster,Male,Women,C,E,D,E,D,B,D,D,E,E,E,E,A,E,E,E,C,D,A,A,B,E,A,C,A,B,B,A,B,C,B
1066,Freshman,Canaday,Female,Men,D,B,E,B,A,A,B,D,B,A,D,C,D,C,E,B,E,A,C,C,A,D,A,E,A,E,E,B,A,B,E
1067,Junior,Dunster,Male,Women,D,B,D,D,D,E,E,C,A,B,A,B,C,B,E,E,B,A,C,C,D,E,A,C,E,B,A,B,C,B,E
1068,Senior,Winthrop,Female,Men,C,C,E,E,B,A,D,A,C,A,A,C,B,E,D,E,A,C,E,D,E,B,E,C,E,E,D,D,B,D,C
1069,Senior,Currier,Female,Men,D,C,D,D,A,C,D,D,E,E,E,B,E,A,E,C,B,D,E,B,D,E,A,E,A,B,A,E,C,B,E
1070,Junior,Currier,Male,Women,A,B,C,A,D,A,B,A,B,A,D,B,C,C,E,A,D,A,A,E,B,B,E,E,A,E,A,E,B,A,C
1071,Senior,Dunster,Female,Men,B,A,B,C,E,B,D,A,B,B,A,C,B,C,B,C,E,E,B,B,D,D,E,B,C,E,A,A,D,D,B
1072,Senior,Quincy,Female,Men,C,B,B,E,D,E,A,E,E,A,D,C,D,C,D,B,B,D,D,C,D,B,B,A,C,A,E,D,B,B,E
1073,Freshman,Hollis,Female,Men,D,E,E,E,E,A,B,A,B,B,A,A,B,B,D,C,C,A,E,C,D,C,E,C,B,E,C,B,D,A,B
1074,Freshman,Matthews,Female,Men,D,A,B,E,B,A,C,A,C,C,D,B,A,A,C,B,D,E,C,C,E,C,D,A,A,C,C,B,A,B,B
1075,Junior,Lowell,Female,Men,D,A,C,D,B,B,D,A,B,C,D,B,B,E,D,E,A,B,E,A,D,C,B,C,C,B,C,B,B,E,B
1076,Freshman,Greenough,Female,Men,D,B,B,B,B,B,D,B,C,C,C,B,C,C,B,B,B,B,C,B,D,B,A,A,C,A,E,A,A,B,C
1077,Junior,Winthrop,Female,Men,E,E,C,D,E,E,B,A,B,D,A,C,B,A,E,A,B,D,B,B,A,E,D,B,C,B,B,B,C,A,B
1079,Sophomore,Kirkland,Male,Women,D,D,C,C,A,C,B,D,B,A,A,E,C,D,E,E,B,B,C,C,C,A,E,B,C,B,C,A,A,A,C
1080,Junior,Lowell,Female,Both,A,B,C,D,D,E,B,D,C,D,A,D,C,B,B,C,B,D,C,E,A,B,E,A,A,A,D,D,A,E,A
1082,Freshman,Straus,Female,Men,C,B,D,D,D,A,B,A,C,E,A,A,B,A,E,B,D,D,E,D,E,E,B,C,A,E,A,D,E,A,B
1083,Freshman,Wigglesworth,Female,Both,D,D,D,B,D,A,D,B,B,E,B,B,E,A,E,B,C,A,A,D,A,E,D,E,D,B,B,B,B,A,B
1084,Freshman,Greenough,Female,Men,D,A,B,B,D,B,C,D,E,C,C,E,C,D,D,B,D,E,D,B,D,E,A,E,D,E,B,A,E,E,B
1085,Junior,Quincy,Female,Men,D,A,B,E,B,C,D,C,C,D,E,D,D,D,B,E,E,D,C,A,E,E,E,A,D,A,B,D,B,D,C
1086,Freshman,Thayer,Female,Men,C,A,E,B,A,C,A,A,E,B,C,A,D,E,D,E,B,D,E,C,A,C,A,A,C,D,E,D,E,B,C
1087,Junior,Kirkland,Female,Men,E,E,B,A,D,E,E,A,B,A,C,C,B,A,E,B,C,A,C,C,D,A,A,E,A,E,A,D,A,E,C
1088,Junior,Kirkland,Male,Women,A,C,E,D,D,C,A,C,B,E,C,B,E,C,E,D,B,D,D,B,B,D,A,E,A,B,A,E,A,B,D
1089,Freshman,Holworthy,Male,Women,D,D,C,D,B,B,C,E,B,B,C,B,E,A,D,A,B,A,E,C,A,B,B,C,C,D,A,B,C,B,C
1090,Junior,Eliot,Female,Both,D,B,D,D,E,C,E,D,E,D,E,B,B,D,E,D,C,D,A,C,E,C,A,E,B,A,C,B,A,A,D
1091,Freshman,Matthews,Female,Men,C,B,B,B,D,A,B,D,B,B,E,A,E,B,B,A,C,A,C,B,B,C,E,E,C,C,E,B,D,A,C
1092,Freshman,Grays,Male,Women,E,B,B,B,E,D,B,E,B,D,E,D,B,A,D,E,D,B,D,B,A,A,E,E,E,B,C,B,C,E,B
1093,Freshman,Wigglesworth,Male,Women,D,E,C,B,A,C,A,D,D,A,C,E,E,D,D,C,B,E,C,D,D,B,A,A,C,D,B,B,A,C,D
1094,Freshman,Grays,Female,Men,B,D,E,C,B,B,B,D,B,E,E,A,B,B,E,D,E,B,E,D,E,A,E,E,C,A,E,A,E,B,A
1096,Senior,Lowell,Male,Women,D,E,E,D,A,C,A,E,B,A,C,B,D,D,E,A,E,B,D,E,D,C,E,A,B,C,E,B,E,A,B
1097,Junior,Adams,Male,Men,C,D,E,D,A,B,E,A,D,A,D,E,D,B,E,C,E,D,A,E,E,B,A,C,B,C,A,A,A,B,B
1098,Freshman,Matthews,Female,Men,D,E,B,D,D,C,A,D,E,B,A,E,C,E,E,A,E,B,C,C,D,E,A,B,E,E,B,A,C,E,E
1099,Senior,Winthrop,Male,Women,C,B,D,E,D,E,D,D,B,A,D,A,D,C,D,D,E,E,A,B,B,B,A,C,E,B,B,D,E,A,C
1100,Freshman,Holworthy,Male,Women,C,C,A,D,E,A,D,E,E,B,A,B,B,A,E,B,B,A,E,E,D,C,A,B,A,A,C,D,D,A,D
1102,Freshman,Canaday,Female,Men,D,B,A,B,E,B,B,E,B,A,E,E,E,C,E,B,B,A,E,B,A,D,E,A,D,B,B,B,B,B,D
1103,Senior,Pforzheimer,Male,Women,D,C,A,D,C,D,D,B,B,C,B,B,D,B,E,D,A,D,C,B,A,D,E,C,C,E,B,A,D,A,C
1104,Freshman,Greenough,Female,Men,E,A,A,B,B,A,B,A,B,A,D,C,E,A,E,E,D,C,D,D,B,B,E,A,E,E,E,B,D,B,B
1105,Freshman,Mower,Female,Men,C,B,B,C,D,B,B,A,B,A,D,B,D,C,B,B,D,E,E,C,E,A,E,E,A,E,C,D,B,C,B
1106,Sophomore,Dunster,Male,Men,D,D,D,B,D,D,B,E,A,A,E,B,D,C,E,D,D,C,D,A,C,C,B,C,B,E,B,D,B,B,D
1107,Freshman,Canaday,Female,Men,C,C,E,C,E,D,B,A,B,E,A,C,B,A,E,A,B,D,E,E,A,E,A,B,A,C,B,B,A,D,C
1108,Freshman,Wigglesworth,Male,Women,C,E,E,C,D,A,B,E,B,B,D,E,E,A,C,B,D,A,B,B,E,A,E,C,C,B,E,E,D,A,A
1109,Sophomore,Eliot,Female,Men,A,C,B,D,B,C,A,B,D,B,B,D,C,E,E,C,D,C,B,B,A,D,E,A,B,B,D,C,E,C,A
1110,Sophomore,Lowell,Female,Men,C,B,B,B,A,B,C,C,E,A,E,C,A,C,C,C,B,A,D,B,D,D,A,C,A,E,B,D,D,E,C
1111,Senior,Winthrop,Male,Women,E,D,C,D,E,B,B,E,B,B,A,E,D,C,E,A,C,D,A,C,E,C,E,E,B,A,B,C,D,B,E
1112,Senior,Leverett,Female,Men,C,B,B,B,C,B,E,A,B,E,B,B,D,C,E,C,A,A,C,B,A,C,D,E,A,E,D,D,D,A,D
1113,Junior,Adams,Female,Men,C,B,D,D,D,C,D,A,B,A,A,A,D,E,D,E,E,A,D,B,D,D,C,C,A,E,B,D,D,E,B
1114,Sophomore,Kirkland,Male,Women,C,A,C,D,A,C,D,B,E,C,D,B,B,E,C,B,E,A,B,C,D,E,E,C,C,B,E,D,A,A,A
1115,Sophomore,Cabot,Female,Men,C,B,D,B,A,A,C,B,B,A,C,E,D,D,A,C,C,A,D,A,C,A,E,B,D,C,B,B,C,E,C
1116,Senior,Cabot,Male,Men,B,C,B,A,D,E,B,B,E,D,E,E,B,D,C,D,C,B,B,A,C,E,A,B,D,B,B,D,B,B,D
1117,Senior,Mather,Male,Women,E,E,C,E,D,B,C,B,A,B,E,E,E,D,D,C,B,D,E,A,B,A,C,A,D,A,B,E,B,B,B
1120,Sophomore,Pforzheimer,Male,Women,E,E,E,C,E,D,B,E,C,D,E,E,D,E,E,C,E,C,D,D,D,E,D,D,D,A,E,C,A,A,B
1121,Senior,Adams,Female,Men,A,E,C,E,B,A,B,D,B,C,E,D,B,D,D,E,D,E,E,B,A,D,A,D,C,B,E,B,D,A,D
1122,Senior,Winthrop,Male,Women,D,E,B,D,E,B,B,D,E,C,B,D,D,D,D,D,D,A,E,C,C,A,E,A,B,B,D,A,B,B,B
1123,Sophomore,Adams,Male,Women,D,E,A,D,A,E,B,E,E,C,D,B,D,B,C,E,E,B,B,A,D,D,C,C,D,A,E,D,E,B,B
1124,Senior,Cabot,Female,Men,C,A,C,B,B,E,A,A,B,C,D,A,D,C,E,B,E,A,B,E,E,B,D,C,A,E,A,E,A,C,A
1125,Sophomore,Eliot,Male,Women,C,D,B,E,C,C,D,D,C,B,A,C,B,E,D,E,D,A,E,D,D,E,B,B,C,B,E,A,A,B,A
